,Product Name,Reviews,Key Ingredients,Category,Tokens,Product_Sentiments
113,Vitamin C Clear Skin Combo  ,The quality of the Shampoo is very decent. you actually get a frizzfree liquid in the bottle. and conditioner does impact your hair positively.,['Vitamin C'],['Body Kit'],['vitamin' 'c' 'clear' 'skin' 'combo'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 1, 'Negative': 0, 'Neutral': 2}, 'clear': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C Clear Skin Combo  ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 2}}"
114,Vitamin C Skincare Regimen Kit,This mask is really amazing.i just love it to the hecks.my hairs look super shinymanageablefrizz free. Earlier i could not open my hair after washing them because they looked like a nest ...but i am writing this review after using it for more than a month..and i am seriously loving it,['Vitamin C'],['Body Kit'],['vitamin' 'c' 'skincare' 'regimen' 'kit'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 2, 'Negative': 0, 'Neutral': 0}, 'skincare': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'regimen': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C Skincare Regimen Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
115,Vitamin C No Make Up Combo,Maine itna acha products kabhi nhi use kia jis mai just natural ingredients ho bhut bhut bhut acha product hai bilkul natural without any camical. Love you #mamaearth,['Vitamin C'],['NA'],['vitamin' 'c' 'combo'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 0, 'Negative': 1, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C No Make Up Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 1, 'Neutral': 0}}"
116,Vitamin C Overnight Skin Glow Kit,Shampoo is very good after a 1st wash my hair was soft and smooth,['Vitamin C'],['Body Kit'],['vitamin' 'c' 'overnight' 'skin' 'glow' 'kit'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'overnight': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'glow': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C Overnight Skin Glow Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
117,Vitamin C Glowing Skin Combo,brightens skin  highly recommended... lovely and helpful products mama earth....,['Vitamin C'],['Body Kit'],['vitamin' 'c' 'glow' 'skin' 'combo'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'glow': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C Glowing Skin Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
118,Tea Tree Hair Oil with Tea Tree & Ginger Oil for Dandruff Free Hair â€“,Gud product....Highly recommended,[],['Hair Oil'],['tea' 'tree' 'hair' 'oil' 'tea' 'tree' 'ginger' 'oil' 'dandruff' 'free' 'hair'],"{'tea': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tree': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'ginger': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'dandruff': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'free': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Hair Oil with Tea Tree & Ginger Oil for Dandruff Free Hair â€“': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
119,Argan Hair Oil with Argan Oil & Avocado Oil for FrizzFree & Stronger Hair ,Nice conditioner...I ordered it for wife for dull hair ..now they become shiny some what good,['Argan Oil'],['Hair Oil'],['argan' 'hair' 'oil' 'argan' 'oil' 'avocado' 'oil' 'frizz' 'free' 'strong' 'hair'],"{'argan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 2, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'avocado': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'frizz': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'free': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'strong': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Argan Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Argan Hair Oil with Argan Oil & Avocado Oil for FrizzFree & Stronger Hair ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
123,Wedding Glow Skin Rejuvenation Kit,Loved the product and service,['Turmeric'],['Body Kit'],['wedding' 'glow' 'skin' 'rejuvenation' 'kit'],"{'wedding': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'glow': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'rejuvenation': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Wedding Glow Skin Rejuvenation Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
124,Hyaluronic Bamboo Sheet Mask with Rosehip Oil for Soft & Plump Skin ,Have always used only this powder on my baby as it has only natural ingredients and baby safe. Its amazing,['Hyaluronic Acid'],['NA'],['hyaluronic' 'bamboo' 'sheet' 'mask' 'rosehip' 'oil' 'soft' 'plump' 'skin'],"{'hyaluronic': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bamboo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'sheet': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'rosehip': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'soft': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'plump': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hyaluronic Acid': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hyaluronic Bamboo Sheet Mask with Rosehip Oil for Soft & Plump Skin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
125,Retinol Bamboo Sheet Mask with Retinol & Bakuchi for Fine Lines & Wrinkles ,Nice kit,['Retinol' 'Retinol' '' ''],['NA'],['retinol' 'bamboo' 'sheet' 'mask' 'retinol' 'bakuchi' 'fine' 'lines' 'wrinkles'],"{'retinol': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bamboo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'sheet': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bakuchi': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fine': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'lines': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'wrinkles': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Retinol': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '': {'Positive': 4, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Retinol Bamboo Sheet Mask with Retinol & Bakuchi for Fine Lines & Wrinkles ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
126,CoCo Bamboo Sheet Mask with Coffee & Cocoa for Skin Awakening ,Excellent product.,['Coffee' 'Coffee' '' ''],['NA'],['coco' 'bamboo' 'sheet' 'mask' 'coffee' 'cocoa' 'skin' 'awakening'],"{'coco': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bamboo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'sheet': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'coffee': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cocoa': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'awakening': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Coffee': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '': {'Positive': 4, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'CoCo Bamboo Sheet Mask with Coffee & Cocoa for Skin Awakening ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
127,Ubtan Bamboo Sheet Mask with Turmeric & Saffron for Skin Brightening ,Very good product with good customer service,['Turmeric'],['NA'],['ubtan' 'bamboo' 'sheet' 'mask' 'turmeric' 'saffron' 'skin' 'brightening'],"{'ubtan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bamboo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'sheet': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'saffron': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'brightening': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Ubtan Bamboo Sheet Mask with Turmeric & Saffron for Skin Brightening ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
128,Rice Water Bamboo Sheet Mask with Rice Water & Coconut Milk for Deep Hydration ,I really love this product vitamin c is really important and it's the best face cream i found till now. It's chemical free what u want more. Thank u soo much mamaearth for opening all the products thank u!!!,['Rice Water' 'Coconut Milk' 'Argan Oil'],['NA'],['rice' 'water' 'bamboo' 'sheet' 'mask' 'rice' 'water' 'coconut' 'milk' 'deep' 'hydration'],"{'rice': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'water': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bamboo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'sheet': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'coconut': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'milk': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'deep': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hydration': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Rice Water': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Coconut Milk': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Argan Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Rice Water Bamboo Sheet Mask with Rice Water & Coconut Milk for Deep Hydration ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 3, 'Negative': 0, 'Neutral': 0}}"
129,Rose Water Bamboo Sheet Mask with Rose Water & Milk for Glowing Skin ,good...must try,['Rose Water'],['NA'],['rose' 'water' 'bamboo' 'sheet' 'mask' 'rose' 'water' 'milk' 'glow' 'skin'],"{'rose': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'water': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bamboo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'sheet': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'milk': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'glow': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Rose Water': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Rose Water Bamboo Sheet Mask with Rose Water & Milk for Glowing Skin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 0, 'Negative': 0, 'Neutral': 1}}"
130,Niacinamide Bamboo Sheet Mask with Niacinamide & Ginger Extract for Clear & Glowing Skin ,Firstly I would like to say that I like all the Coco products ...I do my waxing also chocolate waxing..I often get dead skin on my face and black heads...I try using this Coco scrub and it is amazing it cleans my face very well ...it is not Harsh on my face skin cleans v well and gives good effect,['Niacinamide'],['NA'],['niacinamide' 'bamboo' 'sheet' 'mask' 'niacinamide' 'ginger' 'extract' 'clear' 'glowing' 'skin'],"{'niacinamide': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bamboo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'sheet': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'ginger': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'extract': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'clear': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'glowing': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'Niacinamide': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Niacinamide Bamboo Sheet Mask with Niacinamide & Ginger Extract for Clear & Glowing Skin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
131,Charcoal Facial Regimen Kit,Nice product... really helped tighten my skin... n made it tan free n vibrant... gave amazing results... loved it... gonna buy it again,['Activated Charcoal ' 'Coffee ' 'Walnut '],['NA'],['charcoal' 'facial' 'regimen' 'kit'],"{'charcoal': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'facial': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'regimen': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Activated Charcoal ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Coffee ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Walnut ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Charcoal Facial Regimen Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
135,Hair Fall Reduction Combo,Iam using ubtan face mask really its nice product and giveing good result tnq mama earth,['Onion Seed Oil'],['NA'],['hair' 'fall' 'reduction' 'combo'],"{'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'reduction': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Seed Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Fall Reduction Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
137,Onion Shampoo for Hair Growth & Hair Fall Control (250 ml)  Pac,Just love this. awesome product .awesome smell light quick absorb one of my favorite. will be purchase again and again..,['Onion Seed Oil'],['Hair Shampoo'],['onion' 'shampoo' 'hair' 'growth' 'hair' 'fall' 'control' '250' 'ml' 'pac'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'growth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '250': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'ml': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'pac': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Seed Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Shampoo for Hair Growth & Hair Fall Control (250 ml)  Pac': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 1}}"
140,Hairfall Control Kit,It's really amazing..... Keeps baby's skin soft and clean,[],['Hair Kit'],['hairfall' 'control' 'kit'],"{'hairfall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hairfall Control Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 1}}"
141,Skin Illuminate Face Serum for Radiant Skin with Vitamin C & Turmeric â€“,Mamaeearth soothing massage oil loaded with the goodness of almond rnd sesame oil. Great combination. Provides nourishment nd helps in hair growth. Loving it.,[],['Face Cream'],['skin' 'illuminate' 'face' 'serum' 'radiant' 'skin' 'vitamin' 'c' 'turmeric'],"{'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'illuminate': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'serum': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'radiant': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Cream': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Skin Illuminate Face Serum for Radiant Skin with Vitamin C & Turmeric â€“': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 4, 'Negative': 0, 'Neutral': 0}}"
143,Ubtan Face Mask with Saffron & Turmeric for Skin Brightening and Tan Removal ,This combo is too good.I was having dandruff issue but I am using this combo from last 1 month now there is no dandruff & my hairs are shining & smooth. The fragrance of coconut is too good in conditioner.It is looking like it is made from herbal products.I recommend it to use it once to see the outcome,['à¤•à¥‡à¤¸à¤° '],['Face Mask'],['ubtan' 'face' 'mask' 'saffron' 'turmeric' 'skin' 'brightening' 'tan' 'removal'],"{'ubtan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'saffron': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'brightening': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'removal': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'à¤•à¥‡à¤¸à¤° ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Ubtan Face Mask with Saffron & Turmeric for Skin Brightening and Tan Removal ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 1, 'Neutral': 0}}"
144,Onion Hair Oil for Hair Regrowth & Hair Fall Control,The onion hair oil is a musthave for anyone facing hair fall issues. The onion hair mask acts like a strawberry on dark chocolate cake providing deep nourishment to scalp and hair ends. I have personally experienced a reduction in hair fall.,[],['Hair Oil'],['onion' 'hair' 'oil' 'hair' 'regrowth' 'hair' 'fall' 'control'],"{'onion': {'Positive': 1, 'Negative': 0, 'Neutral': 1}, 'hair': {'Positive': 3, 'Negative': 0, 'Neutral': 6}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 1}, 'regrowth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 2}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Hair Oil for Hair Regrowth & Hair Fall Control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 2}}"
145,Onion Hair Oil for Hair Regrowth and Hair Fall Control with Redensyl,Mamaearth onion hair oil and serum aee amazing. Thankyou for such an amazing product. It has really helped me fight my hairfall problem. Love it,['à®µà¯†à®™à¯à®•à®¾à®¯ à®µà®¿à®¤à¯ˆ à®Žà®£à¯à®£à¯†à®¯à¯ '],['Hair Oil'],['onion' 'hair' 'oil' 'hair' 'regrowth' 'hair' 'fall' 'control' 'redensyl'],"{'onion': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 3, 'Negative': 3, 'Neutral': 0}, 'oil': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'regrowth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 1, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'redensyl': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'à®µà¯†à®™à¯\x8dà®•à®¾à®¯ à®µà®¿à®¤à¯ˆ à®Žà®£à¯\x8dà®£à¯†à®¯à¯\x8d ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Hair Oil for Hair Regrowth and Hair Fall Control with Redensyl': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 3, 'Negative': 1, 'Neutral': 0}}"
146,AntiAcne Kit,this product is amazing  it reduced my hair fall and now my hair are improving a lot . i recommend all of you to use this amazing product .,['Apple Cider Vinegar' 'Niacinamide'],['NA'],['anti' 'acne' 'kit'],"{'anti': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'acne': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Apple Cider Vinegar': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Niacinamide': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'AntiAcne Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
147,Onion Scalp Serum with Onion & Niacinamide for Healthy Hair Growth ,Great product skin is supple soft and shining I would any day recommend this product to friends and family members,['Red Onion'],['NA'],['onion' 'scalp' 'serum' 'onion' 'niacinamide' 'healthy' 'hair' 'growth'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'scalp': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'serum': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'niacinamide': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'healthy': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'growth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Red Onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Scalp Serum with Onion & Niacinamide for Healthy Hair Growth ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
148,Vitamin C Body Lotion with Vitamin C & Honey for Radiant Skin ,It was good,['Vitamin C'],['Body Lotion'],['vitamin' 'c' 'body' 'lotion' 'vitamin' 'c' 'honey' 'radiant' 'skin'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'body': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'lotion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'honey': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'radiant': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Lotion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C Body Lotion with Vitamin C & Honey for Radiant Skin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
